
2023-12-01 12:01, success, 0.152051
2023-12-02 00:02, success, 0.174914
2023-12-02 12:01, success, 0.119719
2023-12-03 00:02, success, 0.091221
2023-12-03 12:01, success, 0.121683
2023-12-04 00:02, success, 0.171378
2023-12-04 12:01, success, 0.087554
2023-12-05 00:02, success, 0.188649
2023-12-05 12:01, success, 0.186822
2023-12-06 00:02, success, 0.145736
2023-12-06 12:01, success, 0.142872
2023-12-07 00:02, success, 0.189091
2023-12-07 12:01, success, 0.087447
2023-12-08 00:02, success, 0.297709
2023-12-08 12:01, success, 0.181731
2023-12-09 00:02, success, 0.135138
2023-12-09 12:01, success, 0.075021
2023-12-10 00:02, success, 0.207327
2023-12-10 12:01, success, 0.304481
2023-12-11 00:02, success, 0.275931
2023-12-11 12:01, success, 0.302290
2023-12-12 00:02, success, 0.432841
2023-12-12 12:01, success, 0.288825
2023-12-13 00:02, success, 0.304469
2023-12-13 12:01, success, 0.268396
2023-12-14 00:02, success, 0.483593
2023-12-14 12:01, success, 0.135316
2023-12-15 00:02, success, 0.290460
2023-12-15 12:01, success, 0.061105
2023-12-16 00:02, success, 0.350939
2023-12-16 12:01, success, 0.292313
2023-12-17 00:02, success, 0.147359
2023-12-17 12:01, success, 0.067219
2023-12-18 00:02, success, 0.296100
2023-12-18 12:01, success, 0.192706
2023-12-19 00:02, success, 0.092556
2023-12-19 12:01, success, 0.229322
2023-12-20 00:02, success, 0.103574
2023-12-20 12:00, success, 0.091019
2023-12-21 00:02, success, 0.236475
2023-12-21 12:01, success, 0.091954
2023-12-22 00:02, success, 0.071250
2023-12-22 12:01, success, 0.389438
2023-12-23 00:02, success, 0.291833
2023-12-23 12:01, success, 0.074521
2023-12-24 00:02, success, 0.272118
2023-12-24 12:01, success, 0.175234
2023-12-25 00:02, success, 0.123403
2023-12-25 12:01, success, 0.173382
2023-12-26 00:02, success, 0.325797
2023-12-26 12:01, success, 0.073337
2023-12-27 00:02, success, 0.077361
2023-12-27 12:01, success, 0.393638
2023-12-28 00:02, success, 0.178386
2023-12-28 12:01, success, 0.120520
2023-12-29 00:02, success, 0.116839
2023-12-29 12:01, success, 0.074699
2023-12-30 00:02, success, 0.282214
2023-12-30 12:01, success, 0.143243
2023-12-31 00:02, success, 0.196376
2023-12-31 12:01, success, 0.323008
2024-01-01 00:02, success, 0.071805
2024-01-01 12:01, success, 0.189727
2024-01-02 00:02, success, 0.155196
2024-01-02 12:01, success, 0.060801
2024-01-03 00:02, success, 0.316037
2024-01-03 12:01, success, 0.088431
2024-01-04 00:02, success, 0.146091
2024-01-04 12:01, success, 0.067555
2024-01-05 00:02, success, 0.100266
2024-01-05 12:01, success, 0.361774
2024-01-06 00:02, success, 0.175468
2024-01-06 12:01, success, 0.130969
2024-01-07 00:02, success, 0.267980
2024-01-07 12:01, success, 0.418095
2024-01-08 00:02, success, 0.097608
2024-01-08 12:01, success, 0.381631
2024-01-09 00:02, success, 0.125398
2024-01-09 12:01, success, 0.315663
2024-01-10 00:02, success, 0.071723
2024-01-10 12:01, success, 0.239924
2024-01-11 00:02, success, 0.186088
2024-01-11 12:01, success, 0.396092
2024-01-12 00:02, success, 0.096120
2024-01-12 12:01, success, 0.159100
2024-01-13 00:02, success, 0.130630
2024-01-13 12:01, success, 0.125822
2024-01-14 00:02, success, 0.244446
2024-01-14 12:01, success, 0.136713
2024-01-15 00:02, success, 0.350155
2024-01-15 12:01, success, 0.290663
2024-01-16 00:02, success, 0.161553
2024-01-16 12:01, success, 0.277849
2024-01-17 00:02, success, 0.255289
2024-01-17 12:01, success, 0.394262
2024-01-18 00:02, success, 0.154584
2024-01-18 12:01, success, 0.122789
2024-01-19 00:02, success, 0.480631
2024-01-19 12:01, success, 0.181392
2024-01-20 00:02, success, 0.083966
2024-01-20 12:01, success, 0.210848
2024-01-21 00:02, success, 0.191490
2024-01-21 12:01, success, 0.339735
2024-01-22 00:02, success, 0.462986
2024-01-22 12:01, success, 0.186437
2024-01-23 00:02, success, 0.335272
2024-01-23 12:01, success, 0.183918
2024-01-24 00:02, success, 0.135337
2024-01-24 12:01, success, 0.189501
2024-01-25 00:02, success, 0.197371
2024-01-25 12:01, success, 0.233898
2024-01-26 00:02, success, 0.207431
2024-01-26 12:01, success, 0.161928
2024-01-27 00:02, success, 0.149347
2024-01-27 12:01, success, 0.076817
2024-01-28 00:02, success, 0.274535
2024-01-28 12:01, success, 0.075393
2024-01-29 00:02, success, 0.072941
2024-01-29 12:01, success, 0.182035
2024-01-30 00:02, success, 0.381640
2024-01-30 12:01, success, 0.310954
2024-01-31 00:02, success, 0.137612
2024-01-31 12:01, success, 0.272784
2024-02-01 00:02, success, 0.148027
2024-02-01 12:01, success, 0.075267
2024-02-02 00:02, success, 0.169559
2024-02-02 12:01, success, 0.157352
2024-02-03 00:02, success, 0.236274
2024-02-03 12:01, success, 0.161869
2024-02-04 00:02, success, 0.176062
2024-02-04 12:01, success, 0.159910
2024-02-05 00:02, success, 0.207900
2024-02-05 12:01, success, 0.122558
2024-02-06 00:02, success, 0.253720
2024-02-06 12:01, success, 0.160732
2024-02-07 00:02, success, 0.117488
2024-02-07 12:01, success, 0.327575
2024-02-08 00:02, success, 0.063234
2024-02-08 12:01, success, 0.127804
2024-02-09 00:02, success, 0.065727
2024-02-09 12:01, success, 0.126833
2024-02-10 01:00, test, 1.060210
2024-02-11 01:00, success, 1.060210
2024-02-11 12:20, success, 1.044394
2024-02-12 00:57, success, 1.558547
2024-02-12 12:23, success, 0.993113
2024-02-13 00:57, success, 1.054754
2024-02-13 12:22, success, 1.421047
2024-02-14 00:57, success, 1.569423
2024-02-14 12:23, success, 1.582271
2024-02-15 00:57, success, 0.951157
2024-02-15 12:22, success, 1.033067
2024-02-16 00:56, success, 0.978335
2024-02-16 12:22, success, 1.183665
2024-02-17 00:55, success, 1.374358
2024-02-17 12:20, success, 1.381929
2024-02-18 01:00, success, 1.128870
2024-02-18 12:21, success, 1.332899
2024-02-19 00:57, success, 1.187178
2024-02-19 12:23, success, 0.948457
2024-02-20 00:55, success, 1.157468
2024-02-20 12:22, success, 1.052271
2024-02-21 00:56, success, 1.160204
2024-02-21 12:23, success, 1.195469
2024-02-22 00:56, success, 1.102048
2024-02-22 12:22, success, 0.984306
2024-02-23 00:55, success, 0.908288
2024-02-23 12:22, success, 0.986894
2024-02-24 00:54, success, 1.520876
2024-02-24 12:20, success, 1.656143
2024-02-25 01:00, success, 1.531244
2024-02-25 12:20, success, 0.982777
